id,Tanggal / Waktu Kejadian,Minggu,Bulan,Tahun,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Kode Jenis Kejadian,Nama Kejadian,Jenis Bencana,is_bencana,Jumlah Kejadian,Meninggal,Hilang,Luka / Sakit,menderita_mengungsi,Rumah Rusak Berat,Rumah Rusak Sedang,Rumah Rusak Ringan,Rumah Terendam,Satuan Pendidikan Rusak,Rumah Ibadat Rusak,Fasilitas Pelayanan Kesehatan Rusak,Kantor Rusak,Jembatan Rusak
064af97d-b616-470f-87bc-54b921106286,2025-12-07 14:30:00.183,49,12,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,202,0,3,2,75,0,0,0,0,0
0ccafb13-311f-409d-9348-6cf4d32502de,2025-12-06 17:00:00.282,49,12,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,168,0,0,0,89,0,0,0,0,0
b942d813-00e4-4ab9-b6e1-9e579febc6b2,2025-12-05 15:30:00.101,49,12,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,115,0,2,1,23,0,0,0,0,0
ddecf3f5-a9ab-4463-92ce-ba66b7ad4360,2025-11-30 16:30:00.526,48,11,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ad1c67c-3f9e-4655-bee2-c15a9f277466,2025-10-31 18:00:00.846,44,10,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,832,0,0,0,207,0,0,0,0,0
4ea374b8-6e31-4898-9b61-6b72d714e0d5,2025-09-30 15:30:00.667,40,9,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,153,0,0,0,40,0,0,0,0,0
7b94b2d2-c8dd-4d0f-b181-b3c3352bc2cf,2025-09-14 21:00:00.589,37,9,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,60,0,0,0,20,0,0,0,0,0
5966f2e2-141b-4a26-a888-7a6504add8d6,2025-08-12 18:30:00.582,33,8,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,108,0,0,0,30,0,0,0,0,0
cd328d0f-3936-47b4-b261-7512c03ac25a,2025-08-09 18:30:00.748,32,8,2025,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,90,0,1,0,17,0,0,0,0,0
1e6c2c53-67d4-47ef-b7fa-5373850bfe5f,2025-08-09 17:30:00.557,32,8,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,3944,3,8,8,597,0,0,0,0,0
2d908d2d-9818-4c52-898e-2fda38c4c4fb,2025-08-09 17:15:00.557,32,8,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,900,0,0,0,178,0,0,0,0,0
cffd7ac5-587b-4cf6-bab4-e52fd2559e35,2025-08-04 15:30:00.177,32,8,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0
e65f94f4-9a0f-4f17-bf81-062c4564ca1a,2025-07-29 19:30:00.724,31,7,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,462,0,0,0,109,0,0,0,0,0
f5e153a0-8652-43d5-bbf7-457bd06e4bb3,2025-07-05 19:00:00.169,27,7,2025,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,52,0,0,0,16,0,0,0,0,0
978b5208-9841-4b15-8112-4f7343961c99,2025-07-05 17:00:00.210,27,7,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,1361,0,1,0,418,0,0,0,0,2
4916dc1a-9d61-4402-b2b3-e21f6999d98f,2025-07-04 18:30:00.686,27,7,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,180,0,0,0,45,0,0,0,0,0
48323b36-0124-4f64-b418-d6ccbaaf9254,2025-07-03 20:00:00.767,27,7,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,1159,0,1,0,283,0,0,0,0,0
0fe0dbf6-9509-435f-a68a-e57c6db4c92f,2025-07-02 19:00:00.852,27,7,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,50,0,0,0,15,0,0,0,0,0
697d452f-b153-4622-9dbb-52b5709a19a2,2025-05-14 20:00:00.000,20,5,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,243,0,0,0,73,0,0,0,0,0
bc989969-c0e7-4212-9dc3-bfbc7bec2b47,2025-05-14 18:30:00.000,20,5,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,91,0,0,0,22,0,0,0,0,0
ba1ee4d0-4900-465f-84d8-28c21a7d48d7,2025-04-28 19:00:00.000,18,4,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,185,0,0,0,44,0,0,0,0,1
07118626-b8c8-47db-af88-3c75747a84cd,2025-04-27 18:30:00.000,17,4,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,225,0,0,0,70,0,0,0,0,0
88fc015b-c842-4b97-9877-65b763fff124,2025-04-27 17:15:00.000,17,4,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,9,0,0,0,3,0,0,0,0,0
d006f301-b9db-4a1e-8932-aad6336feb78,2025-04-26 18:00:00.000,17,4,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,183,0,0,0,60,0,0,0,0,0
6e2fe84e-3d5d-43fb-b70c-1d21893a6101,2025-04-12 16:00:00.000,15,4,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,670,0,0,0,213,0,0,0,0,0
16488c28-ee8e-4cfd-8762-41a3e76cdabe,2025-04-10 17:40:00.000,15,4,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,327,0,0,0,87,0,0,0,0,0
9d4d78e5-eb1b-4526-b027-39d7debbe35b,2025-03-14 17:00:00.000,11,3,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,73,0,0,1,20,0,0,0,0,0
0d0f979c-acf2-411d-a4ad-200f561afd2e,2025-03-03 07:00:00.000,10,3,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,1873,0,0,0,482,0,0,0,0,0
402f514a-4372-4134-943e-af52ff6d8f56,2025-03-02 20:30:00.000,9,3,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,1,0,4,29551,38,29,64,7384,0,0,0,0,7
8f167923-a4f7-40fd-9846-152724a36e4b,2025-03-02 19:49:00.000,9,3,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0
895ed0bf-4564-4302-a6be-66c53536a559,2025-02-28 16:20:00.000,9,2,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,243,0,0,0,73,0,0,0,0,0
2c9d0252-ad5c-4ae7-a9a4-5e4533de46d6,2025-02-27 16:00:00.000,9,2,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,1711,0,0,0,487,0,0,0,0,0
d9faf8ef-cae1-45e2-b1d3-2a37a2e98ea5,2025-01-28 15:15:00.000,5,1,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
daf4bab0-8e18-4af0-af66-18e220e9fc1a,2025-01-28 12:00:00.000,5,1,2025,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,120,0,0,0,30,0,0,0,0,0
e5aecef5-2697-40c8-afdf-c652f7850bd1,2024-11-27 16:00:00.000,48,11,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,676,0,0,0,192,0,0,0,0,0
7d16e00d-9ed6-444e-88c3-41ffd0d25230,2024-11-20 22:00:00.000,47,11,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,59,0,0,0,18,0,0,0,0,0
c07331b4-7b5a-4fc8-88d9-b0deb4be9049,2024-11-19 00:01:00.000,47,11,2024,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,250,4,0,0,35,0,0,0,0,0
54343022-e856-48b5-8fb5-35edc678ac1e,2024-11-18 18:30:00.000,47,11,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,1100,0,0,0,350,0,0,0,0,0
f87dbb3c-ba51-4906-82f0-e5f2e5727a6d,2024-11-05 16:30:00.000,45,11,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,557,0,0,0,185,0,0,0,0,0
70358845-0ea9-480d-8115-bf0e9b6a1ab0,2024-11-03 14:00:00.000,44,11,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,387,0,0,1,97,0,0,0,0,0
3e3b435a-375d-4d55-b9df-293a70b06e6e,2024-11-02 14:30:00.000,44,11,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,807,0,0,2,0,0,0,0,0,0
c7c4a075-a20d-4348-8aef-13963d8af80d,2024-10-15 00:01:00.000,42,10,2024,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,150,0,0,0,36,0,0,0,0,0
b65cfd20-ee5a-4745-b255-2fa167c1cbc8,2024-10-04 17:30:00.000,40,10,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,210,0,0,0,70,0,0,0,0,0
f051608a-d77f-438d-8509-ce8a984ccae6,2024-08-03 17:00:00.000,31,8,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,385,0,0,0,0,0,0,0,0,0
8e9e1aa5-6b45-4677-8cce-1cd5d75051d4,2024-08-01 16:00:00.000,31,8,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,84,0,1,0,0,0,0,0,0,0
2da6c1fc-ce7d-475d-a9c7-dfa98d26ca87,2024-07-06 15:00:00.000,27,7,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,57,0,0,0,21,0,0,0,0,0
a7957122-b4b8-4bd9-ace3-2d96f97e6de1,2024-07-01 20:30:00.000,27,7,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,388,0,0,0,99,0,0,0,0,0
1e0f20c1-fa7a-492f-a212-1e9fee2fa656,2024-06-12 18:30:00.000,24,6,2024,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,180,0,0,0,108,0,0,0,0,0
100bd4e4-d639-46e1-9c31-b3046a42b971,2024-06-12 17:00:00.000,24,6,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,95,0,0,0,24,0,0,0,0,0
c6626ca5-a7cb-48bb-adae-6e538912aeb6,2024-05-24 18:30:00.000,21,5,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,115,0,0,6,22,0,0,0,0,0
abaa5f23-82ea-4bf8-903c-8d13d74ff5b6,2024-05-17 00:01:00.000,20,5,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,86,0,1,25,0,0,0,0,0,0
48970bb5-54f4-44ed-a5f2-ae4f19990149,2024-04-14 00:01:00.000,15,4,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,332,0,0,0,72,0,0,0,0,0
1afd2187-2155-4e72-94af-ca393ad6a7c8,2024-04-02 21:35:00.000,14,4,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,157,0,0,0,50,0,0,0,0,0
4a3a83b2-3192-4e1f-a76a-977f4b86c1a2,2024-03-24 23:00:00.000,12,3,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,1,0,7,4179,2,1,5,1040,0,0,0,0,0
57d62b68-226a-4886-a9b0-35d1a5ee8087,2024-03-23 00:01:00.000,12,3,2024,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,243,0,0,0,63,0,0,0,0,0
e97aae6b-4c91-4dd0-aa65-927d52be0bce,2024-02-17 00:01:00.000,7,2,2024,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,332,0,0,0,72,0,0,0,0,0
c59c82b6-be3b-4295-a4f8-a280c908739a,2024-02-16 00:01:00.000,7,2,2024,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,179,0,0,0,29,0,0,0,0,0
25a049be-1abe-4cfb-81c0-a2605fd73723,2023-12-31 15:00:00.000,52,12,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,1972,0,0,0,660,0,1,0,0,0
c82837e1-9a97-4ce3-bdce-d44d491ba4a3,2023-12-03 17:15:00.000,48,12,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,24,0,0,0,6,0,0,0,0,0
11b62fa9-f787-493d-a41f-579e4dd49a79,2023-12-02 18:00:00.000,48,12,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,167,0,0,0,41,0,0,0,0,0
dfd165bb-a243-4140-b51a-a76633eefb90,2023-11-29 22:00:00.000,48,11,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,31,0,0,0,10,0,0,0,0,0
9e00e901-88b0-4fc6-9345-c6d517e574fe,2023-11-26 17:45:00.000,47,11,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,200,0,0,0,81,0,1,0,0,0
bf7af7f3-005f-4e3e-9854-af8d38696b12,2023-11-24 03:10:00.000,47,11,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,5,0,1,0,0,0,0,0,0,0
2393be83-26cc-4b00-8215-37fd9d008d4c,2023-11-12 17:30:00.000,45,11,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,235,0,0,0,60,0,0,0,0,0
9f82d456-e31a-4179-bad7-5f70fe79a95b,2023-09-08 00:01:00.000,36,9,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,8,0,2,0,0,0,0,0,0,0
a9c6f7e1-266b-4cfb-8cbe-155201218091,2023-07-25 21:00:00.000,30,7,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,300,0,0,0,120,0,0,0,0,0
af1d15c1-9bf2-4e5b-8bf0-7f8e9ccabe16,2023-07-08 00:01:00.000,27,7,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,35,0,0,0,1,1,0,0,0,0
6b9c968f-283c-445f-9790-b8ef5df7e00d,2023-07-07 16:00:00.000,27,7,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,40,0,0,0,12,0,0,0,0,0
e1e0acc8-42bd-4103-94fd-10b38154cc9b,2023-07-07 00:01:00.000,27,7,2023,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,40,0,0,0,12,0,0,0,0,0
35b4c171-e414-4474-93ef-53c12ecc23ac,2023-06-29 18:15:00.000,26,6,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,240,0,0,0,50,0,0,0,0,0
43f52465-1a0e-457d-b244-c678c74859c5,2023-06-27 17:30:00.000,26,6,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,81,0,0,1,25,0,0,0,0,0
8cdb1c84-39d8-4f8a-8b3b-089620abb5b3,2023-06-19 00:01:00.000,25,6,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,277,0,1,0,3,0,0,0,0,0
cdc07e77-a67d-4c87-8866-d2e67c92ac1d,2023-05-04 00:01:00.000,18,5,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,10,0,0,0,1800,0,0,0,0,0
49853fe9-efa9-465f-b61c-560ab2bb5d2f,2023-05-03 19:00:00.000,18,5,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,211,1,0,0,103,0,0,0,0,0
46906c65-0002-428a-a0f3-005c0e023e80,2023-05-03 18:30:00.000,18,5,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,168,0,1,0,35,0,0,0,0,0
5e316df7-8356-45b5-b701-203291a95ec0,2023-04-30 20:00:00.000,17,4,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,10,0,0,1,0,0,0,0,0,0
ede03282-492b-490e-8682-b070b2ff7c77,2023-04-30 19:30:00.000,17,4,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,107,1,4,1,9,0,0,0,0,0
b0b26710-614e-4680-a221-d3ebcdc1b345,2023-04-24 19:00:00.000,17,4,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,1358,3,12,75,314,0,0,0,0,2
c4c2fb8c-b78e-4553-b63e-89984f34bef0,2023-04-19 17:30:00.000,16,4,2023,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,28,0,0,0,5,0,0,0,0,0
fb93c36f-36ef-49c7-8ef6-0aac7b2b10cc,2023-03-26 00:01:00.000,12,3,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,255,0,0,0,57,0,0,0,0,0
4f2c3368-601f-4d52-8299-cf201519628a,2023-03-24 18:00:00.000,12,3,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,140,0,0,0,45,1,0,0,0,0
f552ae8d-49b7-419f-a0a8-19eca30cbd3f,2023-03-24 17:30:00.000,12,3,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,66,0,0,0,22,0,0,0,0,0
4d1a5cd6-b9d7-44a9-bced-5c4a6cc31005,2023-03-19 00:01:00.000,11,3,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,101,0,2,1,12,0,0,0,0,0
af14163a-a454-4427-a40e-48b7b4f7a1a1,2023-03-17 17:40:00.000,11,3,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,671,0,1,0,154,0,0,0,0,0
a92cb9b8-8947-408e-ba10-22bbf55f8021,2023-03-14 23:00:00.000,11,3,2023,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,164,0,0,0,32,0,0,0,0,0
c7bfedc9-48a0-4482-8863-7e79493920b1,2023-03-14 00:01:00.000,11,3,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,164,0,0,0,32,0,0,0,0,0
8f987382-8d7b-414a-94c2-f2c36c8170fc,2023-03-13 19:00:00.000,11,3,2023,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,105,0,0,0,35,0,0,0,0,0
ec80ddda-f3ff-4eed-a2f8-26d703aaa723,2022-10-31 17:30:00.000,44,10,2022,32,Jawa Barat,32.71,Kota Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,133,0,0,0,17,0,0,0,0,0
f901bf21-5119-4977-b7e6-69b701db48c0,2022-10-17 18:30:00.000,42,10,2022,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,42,0,0,12,0,0,0,0,0,0
93d90c5d-cc28-4fbd-bcfa-4e17dc8d40d6,2022-10-12 16:00:00.000,41,10,2022,32,Jawa Barat,32.01,Bogor,1013,Banjir dan Tanah Longsor,Banjir,True,0.5,0,0,0,24,0,4,0,1,0,0,0,0,0
b72393a4-5d38-4030-bf9c-aaf2009a060e,2022-10-12 12:30:00.000,41,10,2022,32,Jawa Barat,32.71,Kota Bogor,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,7,0,2,216,1,0,2,18,0,0,0,0,0
5fe3600a-789d-421a-b6a8-96faef3c25a4,2022-10-12 04:00:00.000,41,10,2022,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,180,0,0,0,36,0,0,0,0,0
c53cb54c-b7f9-43cf-9d46-57ddec91c6a2,2022-10-09 09:30:00.000,40,10,2022,32,Jawa Barat,32.01,Bogor,1013,Banjir dan Tanah Longsor,Banjir,True,0.5,0,0,0,52,0,3,1,0,0,0,0,0,0
9e53085d-c0da-42f3-827f-60a1fb8119cc,2022-10-09 07:00:00.000,40,10,2022,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,0.5,0,0,0,67,0,0,0,28,0,0,0,0,0
c20d537a-08aa-45b1-9c78-9d83b05d24fe,2022-10-07 16:00:00.000,40,10,2022,32,Jawa Barat,32.01,Bogor,1010,Banjir,Banjir,True,1.0,0,0,0,120,0,0,0,55,0,0,0,0,0
